bake temp,chill time,calories,density,quality,weight,nuts,butter type_melted
400,28.0,85.0,0.9898399999999999,8,13.2,0,1
440,15.0,68.0,0.9932,8,13.6,0,1
370,26.0,97.0,0.9914799999999999,9,14.6,1,1
170,22.0,80.0,0.9908399999999999,7,13.4,0,1
390,10.0,108.0,0.9924299999999999,7,11.0,0,1
340,29.0,81.0,0.99151,8,13.4,0,1
880,16.0,32.0,0.99756,5,14.8,0,0
410,31.0,110.0,0.9914200000000001,8,14.0,0,1
460,51.0,172.0,0.998,7,12.2,0,1
500,40.0,147.0,0.9912,9,13.2,0,1
490,41.0,176.0,0.995,8,12.8,0,1
890,11.0,43.0,0.9975,6,16.4,1,0
630,32.0,201.0,0.998,7,15.2,0,1
510,29.0,149.0,0.99792,9,14.0,0,1
360,15.0,85.0,0.99406,8,16.0,0,1
550,41.0,167.0,0.9953,9,16.0,0,1
290,14.0,141.0,0.99077,8,16.6,0,1
400,35.0,105.0,0.9891399999999999,8,12.8,0,1
390,38.0,172.0,0.9958,8,12.6,0,1
280,11.0,66.0,0.99215,7,10.6,0,1
580,49.0,192.0,0.9979,9,14.4,0,1
670,10.0,42.0,0.9969,5,17.6,1,0
340,62.0,148.0,0.99121,9,14.2,0,1
520,35.0,143.0,0.9959,7,13.6,0,1
480,31.0,228.0,0.9957,8,14.0,0,1
320,54.0,136.0,0.99516,8,12.2,1,1
360,34.0,88.0,0.9902799999999999,9,13.0,0,1
460,16.0,135.0,0.9928,9,14.8,0,1
450,44.0,192.0,0.9981,7,14.2,1,1
280,6.0,24.0,0.9926,7,17.8,0,1
500,30.0,97.0,0.9951,8,16.2,0,1
760,12.0,20.0,0.99546,5,14.4,1,0
810,14.0,38.0,0.9984,6,15.6,1,0
690,20.0,114.0,0.9901399999999999,8,13.4,1,1
350,64.0,138.0,0.9895,10,10.4,0,1
740,41.0,197.0,0.998,5,17.0,0,1
380,53.0,141.0,0.9992,8,15.8,0,1
350,40.0,106.0,0.9891399999999999,9,12.4,0,1
1140,15.0,64.0,0.9958799999999999,6,14.0,1,0
570,131.0,313.0,0.9946,7,15.0,0,1
580,25.0,125.0,0.99856,7,13.2,0,1
420,61.0,210.0,0.997,8,12.2,0,1
670,4.0,11.0,0.997,5,12.8,1,0
830,8.0,28.0,0.99836,6,18.0,0,0
510,72.0,177.0,0.9972,7,14.0,0,1
460,17.0,106.0,0.99098,7,13.0,0,1
390,46.0,165.0,0.99795,9,13.2,0,1
320,23.0,118.0,0.9912,8,12.8,0,1
280,32.0,118.0,0.9901,9,15.6,0,1
490,52.5,106.0,0.9969100000000001,8,11.4,0,1
320,68.0,137.0,0.99159,8,11.8,0,1
420,26.0,102.0,0.9942700000000001,7,15.2,0,1
240,13.0,91.0,0.993,7,17.0,0,1
780,7.0,12.0,0.99587,5,14.4,1,0
910,6.0,18.0,1.0004,5,24.6,0,0
770,12.0,65.0,0.9967,5,16.2,1,0
350,28.0,124.0,0.997,11,18.2,0,1
580,18.0,38.0,0.99518,6,17.0,1,0
470,52.0,172.0,0.9957299999999999,8,14.4,0,1
390,21.0,177.0,0.9927,7,14.0,0,1
280,29.0,142.0,0.9925,9,16.2,0,1
660,15.0,28.0,0.99459,7,12.8,0,0
420,58.0,166.0,0.99855,7,16.4,0,1
300,34.0,129.0,0.9946,7,12.0,0,1
280,28.0,89.0,0.9913200000000001,8,14.8,0,1
520,23.0,118.0,0.9938,8,12.6,0,1
270,16.0,102.0,0.99067,8,11.0,0,1
460,23.0,130.0,0.99587,7,19.6,0,1
740,27.0,85.0,0.9970600000000001,5,15.2,1,0
470,33.0,96.0,0.9928,10,14.0,0,1
510,51.0,139.0,0.99336,8,11.2,0,1
840,21.0,75.0,0.9987,5,18.0,1,0
260,40.0,104.0,0.9914,10,13.2,0,1
530,41.0,174.0,0.99306,7,16.4,0,1
900,23.0,74.0,0.9953,6,10.4,1,0
400,24.0,125.0,0.9939,7,12.4,0,1
1110,50.0,110.0,0.9983,5,15.0,1,0
500,34.0,150.0,0.9943700000000001,8,16.0,0,1
370,66.0,144.0,0.9923,8,14.6,0,1
390,22.0,64.0,0.9936200000000001,7,15.8,0,1
540,54.0,174.0,0.9954299999999999,8,17.0,0,1
930,16.0,112.0,0.9998,5,17.8,1,0
480,14.0,125.0,0.9942799999999999,7,14.4,1,1
470,27.0,151.0,0.9937,8,15.2,0,1
740,32.0,84.0,0.9971700000000001,5,16.0,0,0
800,11.0,27.0,0.9974,6,16.6,0,0
450,39.0,193.0,0.9986,8,14.8,0,1
1610,7.0,62.0,0.99395,5,10.6,1,0
600,51.0,190.0,0.99916,8,12.6,0,1
660,41.0,176.0,0.9955200000000001,7,13.8,1,1
660,6.0,22.0,0.9986,6,22.2,1,0
1220,45.0,129.0,0.9936,8,13.2,0,1
1320,3.0,11.0,0.99577,6,18.6,0,0
380,29.0,129.0,0.9931200000000001,8,15.0,0,1
1050,29.0,53.0,0.9998,5,20.8,1,0
590,10.0,112.0,0.9958,7,18.2,0,1
430,34.0,142.0,0.99382,7,11.2,0,1
560,44.0,168.0,0.9947,8,14.6,0,1
430,54.0,201.0,0.99551,7,12.8,0,1
550,53.0,177.0,0.9950200000000001,7,12.8,0,1
480,39.0,197.0,0.9974,8,16.8,0,1
390,16.0,98.0,0.9904,8,13.8,0,1
750,16.0,51.0,0.99685,5,14.2,1,0
340,49.0,158.0,0.98774,9,10.0,0,1
300,22.0,86.0,0.9906200000000001,9,11.4,0,1
420,67.0,181.0,0.99435,8,12.8,0,1
440,31.0,124.0,0.9948,8,16.0,0,1
480,22.0,221.0,0.9969,8,15.4,1,1
420,44.5,129.5,0.9998,9,14.6,0,1
290,25.0,93.0,0.9942799999999999,8,11.2,0,1
450,38.0,127.0,0.9974,8,13.4,0,1
850,10.0,25.0,0.997,5,22.0,0,0
390,50.0,118.0,0.9908,8,14.2,0,1
440,17.0,101.0,0.99471,7,14.4,0,1
230,19.0,86.0,0.99,8,13.2,0,1
530,15.0,144.0,0.993,7,15.8,0,1
680,11.0,35.0,0.996,6,15.6,1,0
440,19.0,65.0,0.991,6,14.4,0,1
1220,10.0,41.0,0.998,6,20.4,0,0
420,54.0,201.0,0.99177,7,14.2,0,1
340,9.0,45.0,0.99144,8,13.4,0,1
180,23.0,127.0,0.99474,9,17.4,0,1
420,17.0,133.0,0.9937299999999999,7,12.2,0,1
440,38.0,100.0,0.9904,8,13.2,0,1
510,54.0,201.0,0.9976,7,12.4,0,1
690,4.0,8.0,0.9939600000000001,4,13.2,1,0
360,47.0,127.0,0.9936799999999999,7,12.0,0,1
490,50.0,187.0,0.9927,7,12.2,0,1
320,35.0,148.0,0.9932,9,13.8,0,1
530,48.5,212.0,0.9986,9,14.8,0,1
360,41.0,98.0,0.99,9,13.0,0,1
800,6.0,13.0,0.99498,4,11.2,1,0
900,8.0,19.0,0.9974,5,15.4,1,0
260,33.0,143.0,0.99244,7,15.0,0,1
490,26.0,152.0,0.99346,8,13.4,0,1
510,35.0,146.0,0.9967600000000001,7,13.2,0,1
1180,10.0,17.0,1.0002,6,21.8,1,0
550,27.0,33.0,0.9922,6,12.6,1,0
350,31.0,128.0,0.9916,8,16.4,0,1
260,29.0,140.0,0.991,8,15.6,0,1
490,31.0,150.0,0.9953,9,13.4,0,1
800,8.0,20.0,0.9992,6,25.2,0,0
460,27.0,132.0,0.99234,7,11.8,0,1
530,61.0,183.0,0.9936,7,14.2,0,1
430,29.0,149.0,0.9952,7,15.6,1,1
1480,10.0,103.0,0.9969,6,18.4,1,0
310,44.0,109.0,0.9906,8,15.0,0,1
820,43.0,60.0,0.9949899999999999,5,15.0,1,0
620,21.0,28.0,0.9935200000000001,6,13.2,1,0
460,54.0,168.0,0.9978,7,12.8,0,1
450,41.0,85.0,0.9938,4,10.0,0,0
770,48.0,166.0,0.9944,6,10.6,0,1
320,15.0,91.0,0.98988,8,12.8,1,1
660,5.0,35.0,1.0014,7,25.8,0,0
330,27.0,93.0,0.992,9,15.8,1,1
800,16.0,33.0,0.99736,7,14.8,1,0
280,13.0,59.0,0.98975,10,10.4,0,1
360,17.0,98.0,0.9914200000000001,8,11.0,0,1
780,1.0,28.0,0.9990000000000001,6,18.2,0,0
380,15.0,72.0,0.99066,7,13.2,0,1
520,27.0,128.0,0.99475,7,12.4,0,1
830,17.0,38.0,0.9962200000000001,6,19.2,1,0
400,52.0,103.0,0.99026,7,11.0,0,1
580,55.0,194.0,0.9979,8,14.4,0,1
350,42.0,120.0,0.9928,9,16.0,0,1
320,49.0,151.0,0.99,9,14.4,0,1
720,26.0,52.0,0.99379,6,12.6,1,0
410,61.0,230.0,0.99505,7,12.2,0,1
890,10.0,52.0,0.9968,5,16.6,1,0
460,47.0,188.0,0.9964,7,16.0,0,1
720,31.0,92.0,0.99566,6,14.6,1,0
530,39.0,148.0,0.9927,8,13.8,0,1
530,52.0,196.0,0.9959,8,13.0,0,1
470,33.0,127.0,0.991,9,11.2,0,1
390,62.0,204.0,0.9982,7,15.0,0,1
420,36.0,130.0,0.9979,8,14.6,0,1
1710,6.0,25.0,0.9975,6,18.0,1,0
390,43.0,125.0,0.99229,9,13.4,0,1
470,69.0,160.0,0.99705,8,13.6,0,1
470,47.0,156.0,0.99945,8,14.2,0,1
360,23.0,56.0,0.9904,7,11.8,0,1
340,41.0,193.0,0.99223,8,13.0,0,1
450,16.0,169.0,0.9957,8,13.0,1,1
230,20.0,109.0,0.9926200000000001,8,13.4,0,1
790,3.0,6.0,0.9951200000000001,6,17.2,0,0
370,57.0,170.0,0.99884,8,12.6,0,1
300,23.0,128.0,0.9929,7,14.8,0,1
500,30.0,137.0,0.9930399999999999,7,12.8,0,1
620,31.0,54.0,0.9972799999999999,7,14.6,1,0
830,25.0,68.0,0.9995,6,25.0,0,0
460,52.0,183.0,0.99584,7,13.6,0,1
280,29.0,113.0,0.9912,9,12.0,0,1
710,19.0,117.0,0.9949600000000001,7,14.8,1,1
340,45.0,152.0,0.9921,9,12.6,0,1
470,34.0,132.0,0.9914,7,13.8,0,1
480,41.0,161.0,0.99256,8,12.6,0,1
360,45.0,138.0,0.9939,8,15.0,0,1
570,5.0,10.0,0.99525,5,13.6,1,0
560,50.0,110.0,0.9954,8,15.0,0,1
380,8.0,79.0,0.9923,8,11.2,0,1
480,55.0,149.0,0.9937,9,12.0,0,1
450,31.0,147.0,0.9982200000000001,7,13.2,0,1
830,14.0,23.0,0.9976,6,18.4,1,0
570,45.0,155.0,0.9980700000000001,10,14.6,0,1
310,27.0,107.0,0.99,8,14.0,0,1
280,14.0,78.0,0.9923799999999999,9,14.8,0,1
460,9.0,62.0,0.9940000000000001,6,14.0,0,1
760,15.0,36.0,0.9973,5,13.4,1,0
730,23.0,42.0,0.998,7,24.0,1,0
970,19.0,27.0,0.9959600000000001,5,15.4,0,0
270,36.0,134.0,0.9898,9,13.0,0,1
400,51.0,159.0,0.99839,7,15.0,0,1
470,37.0,133.0,0.9978,7,15.0,0,1
460,34.0,175.0,0.9934,8,12.6,0,1
420,32.0,160.0,0.9944,7,15.2,0,1
860,12.0,80.0,0.9958,5,13.4,1,0
390,37.0,125.0,0.99436,7,14.0,0,1
260,37.0,113.0,0.99139,10,13.8,0,1
510,26.0,146.0,0.9939,7,15.2,0,1
390,43.0,188.0,0.9911,8,14.4,0,1
370,34.0,161.0,0.9935,6,14.8,0,1
480,38.0,113.0,0.9935200000000001,9,13.4,0,1
580,25.0,115.0,0.99567,7,15.0,0,1
420,17.0,133.0,0.9937299999999999,7,12.2,0,1
380,8.0,210.0,0.9937,8,12.8,0,1
560,38.0,187.0,0.9948600000000001,7,12.4,0,1
250,51.0,175.0,0.9928,8,14.6,0,1
790,19.0,58.0,0.9991,6,20.0,1,0
780,18.0,30.0,0.9940200000000001,6,12.2,1,0
700,4.0,15.0,0.9969299999999999,6,15.2,1,0
850,17.0,31.0,0.9958899999999999,6,15.2,1,0
460,50.0,184.0,0.99898,7,14.0,1,1
490,35.0,163.0,0.9924,8,12.6,0,1
460,48.0,198.0,0.9937,7,11.2,0,1
510,16.0,119.0,0.99416,7,12.0,0,1
570,41.0,163.0,0.9949,8,14.6,1,1
430,20.0,67.0,0.9911200000000001,8,11.2,0,1
520,24.0,90.0,0.9963,8,12.8,0,1
390,51.0,150.0,0.99535,8,12.8,0,1
860,6.0,29.0,0.9974,4,14.8,1,0
480,40.0,251.0,0.9956,7,13.4,0,1
460,9.0,116.0,0.9944,7,15.2,0,1
460,60.0,143.0,0.99526,8,12.6,0,1
840,9.0,22.0,0.9961899999999999,6,15.8,1,0
1010,16.0,72.0,0.9957,5,14.8,1,0
400,44.0,118.0,0.9935,9,11.6,0,1
270,37.0,93.0,0.992,8,13.6,0,1
440,45.0,104.0,0.99454,8,13.6,0,1
460,40.0,142.0,1.0,7,13.6,0,1
900,16.0,63.0,0.9965,5,16.8,1,0
330,26.0,120.0,0.9949399999999999,8,11.6,0,1
610,50.5,238.5,0.9958,7,13.6,0,1
450,24.0,131.0,0.99284,8,13.4,0,1
400,41.0,143.0,0.9932,8,17.2,0,1
520,18.0,141.0,0.9927299999999999,8,12.8,0,1
1120,11.0,38.0,0.9969899999999999,5,18.4,1,0
470,40.0,117.0,0.99111,8,13.6,0,1
420,41.0,146.0,1.0001,7,13.6,0,1
250,26.0,74.0,0.9929,8,13.4,0,1
510,26.0,126.0,0.9975,7,13.8,1,1
740,8.0,19.0,0.9962,6,16.0,1,0
480,47.0,206.0,0.9964,7,14.8,0,1
500,76.0,192.0,0.9976,7,14.4,1,1
400,37.0,117.0,0.99182,8,12.6,0,1
890,10.0,52.0,0.9968,5,16.6,1,0
560,66.0,171.0,0.99464,9,11.2,0,1
380,43.0,133.0,0.99924,7,13.0,0,1
290,25.0,93.0,0.9874200000000001,9,10.6,0,1
970,29.0,65.0,0.9988,5,18.4,1,0
630,11.0,18.0,0.9919100000000001,6,11.4,1,0
330,28.0,111.0,0.98962,8,12.2,0,1
240,64.0,106.0,0.98993,10,13.6,0,1
920,14.0,45.0,0.998,6,18.8,1,0
310,35.0,137.0,0.9946,8,13.6,0,1
360,27.0,119.0,0.9919600000000001,8,14.8,0,1
480,53.0,173.0,0.9930399999999999,7,12.6,0,1
900,13.0,62.0,0.9966,6,18.8,1,0
520,38.0,118.0,0.998,8,15.6,0,1
360,38.0,124.0,0.9898,9,12.2,0,1
760,8.0,23.0,0.9974,6,16.6,0,0
310,27.0,139.0,0.99055,11,14.8,0,1
290,37.0,81.0,0.9892,8,11.8,0,1
490,8.0,178.0,0.9950200000000001,6,13.4,1,1
940,35.0,106.0,0.9982,5,17.8,1,0
500,58.0,116.0,0.99592,8,11.4,0,1
650,28.0,52.0,0.9937799999999999,5,12.8,1,0
910,6.0,16.0,0.998,5,18.6,0,0
690,28.0,160.0,0.9954,8,14.0,0,1
860,14.0,57.0,0.9969,5,15.2,1,0
320,27.0,96.0,0.9896,8,12.0,0,1
770,7.0,27.0,0.9987,6,13.8,1,0
590,5.0,13.0,0.9976,7,20.4,0,0
300,30.0,102.0,0.9938,8,11.0,0,1
670,8.0,44.0,0.99384,6,13.0,0,0
740,29.0,107.0,0.998,8,14.2,0,1
510,77.0,194.0,0.9976,7,14.8,1,1
440,39.0,194.0,0.9982,9,15.4,0,1
520,24.0,126.0,0.9922799999999999,7,14.4,0,1
580,66.0,243.0,0.9983299999999999,8,13.2,1,1
470,47.0,156.0,0.99945,8,14.2,0,1
1460,27.0,90.0,0.9984,5,18.0,1,0
510,40.0,167.0,0.99756,7,14.4,0,1
1040,10.0,22.0,0.99828,5,16.4,0,0
360,14.0,55.0,0.9909,9,13.8,0,1
340,22.0,112.0,0.99,10,14.0,0,1
450,38.0,126.0,0.9958,7,14.0,0,1
330,34.0,111.0,0.98924,9,13.4,0,1
500,27.0,63.0,0.9916,6,10.4,0,0
1150,20.0,112.0,0.9968,5,15.4,1,0
360,30.0,111.0,0.9936200000000001,9,12.0,0,1
210,24.0,85.0,0.98965,11,13.2,0,1
410,63.0,192.0,0.9964200000000001,8,14.2,0,1
1370,52.0,123.0,0.9932,8,13.8,0,1
430,34.0,90.0,0.9904700000000001,8,14.0,0,1
170,31.0,69.0,0.9892,8,14.8,0,1
400,28.0,191.0,0.9971,7,13.8,0,1
670,17.0,100.0,0.9957,8,17.4,1,1
510,25.0,149.0,0.9934,7,13.0,0,1
410,27.0,99.0,0.9927,8,14.8,0,1
500,38.0,174.0,0.9983,8,14.6,0,1
1220,4.0,17.0,1.0006,5,22.8,1,0
520,54.0,214.0,0.9961,7,13.6,0,1
470,47.0,156.0,0.99945,8,14.2,0,1
420,36.0,156.0,0.9960399999999999,8,13.8,0,1
390,21.0,123.0,0.9959,7,19.0,0,1
380,26.0,89.0,0.9915,8,13.6,0,1
740,32.0,174.0,0.9992200000000001,8,12.2,0,1
1570,17.0,129.0,0.9939600000000001,7,12.0,1,1
1320,17.0,44.0,0.99734,6,21.8,0,0
230,6.0,80.0,0.98865,8,13.0,0,1
480,14.0,125.0,0.9942799999999999,7,14.4,1,1
420,48.0,189.0,0.992,8,14.0,0,1
500,17.0,128.0,0.9946,6,14.2,1,1
780,1.0,28.0,0.9990000000000001,6,18.2,0,0
710,5.0,18.0,0.998,6,23.8,1,0
510,34.0,149.0,0.99306,7,12.4,0,1
380,27.0,107.0,0.99206,8,13.6,0,1
280,34.0,120.0,0.9924200000000001,7,17.6,0,1
440,29.0,110.0,0.9912,8,15.2,0,1
480,45.0,176.0,0.99472,8,13.4,0,1
400,61.0,248.0,0.9979399999999999,7,13.4,1,1
270,37.0,122.0,0.99165,9,14.0,0,1
830,8.0,29.0,0.99855,5,14.2,1,0
410,29.0,109.0,0.99418,8,13.0,0,1
420,26.0,81.0,0.9954,8,14.8,0,1
460,22.0,113.0,0.99224,7,11.0,0,1
440,45.0,163.0,1.0003,9,16.0,0,1
380,19.0,102.0,0.9912,9,12.8,0,1
320,35.0,110.0,0.9907,9,16.6,0,1
360,35.0,167.0,0.9956,7,19.6,1,1
540,34.0,231.0,0.9964,8,14.6,0,1
770,29.0,60.0,0.9968,6,17.8,0,0
1520,9.0,55.0,0.9927,8,12.0,0,1
750,32.0,44.0,0.9954700000000001,5,11.8,1,0
470,29.0,140.0,0.995,8,13.4,0,1
540,6.0,113.0,0.99572,4,12.0,0,0
280,32.0,107.0,0.9936,8,14.6,0,1
280,37.0,104.0,0.99161,9,12.0,0,1
290,27.0,155.0,0.9931,8,14.6,0,1
400,39.0,173.0,0.9918,8,14.6,0,1
500,10.0,112.0,0.9928600000000001,7,14.6,0,1
670,47.0,178.0,0.9983799999999999,6,15.0,0,1
420,22.0,124.0,0.9944,8,16.2,0,1
370,35.0,113.0,0.99164,8,12.8,0,1
350,14.0,101.0,0.9928,7,16.6,0,1
2080,14.0,96.0,0.9932,8,12.6,0,1
310,20.0,80.0,0.9908899999999999,8,13.8,0,1
740,8.0,25.0,0.9960600000000001,5,14.0,1,0
840,31.0,145.0,0.9978,5,19.0,0,0
530,36.0,127.0,0.9965,5,14.2,0,0
870,6.0,20.0,0.9967600000000001,7,21.2,0,0
480,33.0,201.0,0.9961200000000001,8,12.4,0,1
410,48.0,195.0,0.9968,7,12.6,0,1
340,26.0,127.0,0.9928,8,14.0,0,1
370,31.0,95.0,0.9894200000000001,9,12.8,0,1
1190,34.0,68.0,0.99708,6,21.2,1,0
300,26.0,132.0,0.9940000000000001,9,14.8,0,1
790,13.0,28.0,0.9971200000000001,5,19.0,0,0
450,61.0,206.0,0.9957,8,13.8,0,1
890,13.0,26.0,0.9978,4,16.4,1,0
750,12.0,56.0,0.9968,5,13.2,1,0
210,18.0,82.0,0.9891,8,12.0,0,1
550,18.0,150.0,0.9917,8,14.8,0,1
290,5.0,109.0,0.9913,5,11.6,0,1
580,16.0,165.0,0.9997,7,13.2,0,1
320,31.0,111.0,0.9889,8,12.4,0,1
240,52.0,99.0,0.9925,7,17.6,0,1
580,30.0,93.0,0.9932200000000001,8,14.0,0,1
370,63.0,206.0,0.9955299999999999,7,13.4,0,1
660,18.0,47.0,0.9956,5,14.8,1,0
300,38.0,142.0,0.98892,9,11.8,0,1
820,5.0,14.0,0.9987,6,18.8,1,0
620,7.0,20.0,0.9941,5,15.8,0,0
670,8.0,16.0,0.99334,5,13.4,1,0
480,16.0,89.0,0.99182,7,10.6,1,0
460,31.0,145.0,0.9983,7,13.4,0,1
590,19.0,112.0,0.9931399999999999,8,12.8,1,1
460,36.0,158.0,0.9996,7,15.2,0,1
640,13.0,29.0,0.99397,7,13.2,1,0
340,29.0,99.0,0.99031,9,13.2,0,1
390,18.0,98.0,0.99215,8,16.6,0,1
520,47.0,197.0,0.99865,7,14.4,0,1
410,29.0,82.0,0.99065,9,12.4,0,1
380,43.0,133.0,0.99924,7,13.0,0,1
500,23.0,86.0,0.99398,7,14.0,1,1
330,36.0,136.0,0.99316,9,16.0,0,1
410,14.0,73.0,0.9898100000000001,9,11.2,0,1
290,30.0,105.0,0.99206,8,13.2,0,1
440,45.0,131.0,0.9960399999999999,8,13.2,0,1
440,35.0,169.0,0.99975,9,17.4,0,1
560,31.0,161.0,0.9952,7,13.6,0,1
300,24.0,101.0,0.9892299999999999,7,12.6,0,1
560,68.0,210.0,0.99718,7,14.0,1,1
970,24.0,66.0,0.99785,5,15.2,1,0
970,39.0,145.0,0.9975,5,17.6,0,0
780,16.0,86.0,0.9974299999999999,5,14.4,1,0
350,21.0,93.0,0.99364,8,12.4,0,1
800,11.0,63.0,0.9965200000000001,4,16.0,0,0
1020,32.0,71.0,1.00015,5,19.8,1,0
490,52.5,120.0,0.9969100000000001,8,11.4,0,1
480,16.0,42.0,0.99154,7,9.8,1,0
280,27.0,95.0,0.9932,8,18.0,0,1
570,51.0,221.0,0.99851,8,13.2,0,1
500,43.0,116.0,0.99326,10,13.8,0,1
600,27.0,113.0,0.99344,6,12.2,0,1
460,57.0,161.0,0.9946,8,13.4,0,1
690,35.0,182.0,0.9939100000000001,7,11.4,0,1
780,21.0,56.0,0.9963299999999999,6,12.4,1,0
450,47.0,182.0,0.9957,7,12.8,0,1
730,13.0,38.0,0.9955,5,13.0,1,0
610,6.0,11.0,0.99585,6,20.0,0,0
310,54.0,216.0,0.99154,8,13.0,0,1
300,43.5,171.0,0.9948,7,17.2,0,1
480,16.0,125.0,0.99282,8,11.2,0,1
390,15.0,89.0,0.9919,8,10.2,0,1
270,28.0,87.0,0.9919,9,15.6,0,1
490,50.0,144.0,0.9971,9,16.2,0,1
570,45.0,155.0,0.9980700000000001,10,14.6,0,1
520,26.0,128.0,0.991,8,13.6,0,1
590,11.0,25.0,0.9966,6,17.4,0,0
470,54.0,171.0,0.9987,7,15.8,0,1
770,6.0,22.0,0.9976,7,21.0,0,0
470,9.0,101.0,0.9940000000000001,6,16.8,0,1
570,40.0,234.0,1.0005,7,17.0,0,1
440,44.0,176.0,0.9996,8,14.2,0,1
670,12.0,53.0,0.9971,5,15.2,1,0
960,26.0,61.0,1.00025,4,16.2,0,0
520,52.5,158.0,0.9976,9,16.2,0,1
260,27.0,114.0,0.99174,7,14.4,0,1
330,11.0,63.0,0.9908,7,16.2,0,1
450,36.0,138.0,0.9922,9,13.2,0,1
610,25.0,178.0,0.995,8,15.8,0,1
370,3.0,75.0,0.9904,6,11.6,0,1
490,47.0,184.0,0.9951399999999999,7,12.6,0,1
440,34.0,133.0,0.9955,7,13.0,0,1
270,20.0,104.0,0.9924,8,12.8,1,1
880,15.0,64.0,0.9969,5,12.4,1,0
560,9.0,24.0,0.99695,7,19.2,0,0
660,6.0,10.0,0.99724,6,20.8,0,0
740,21.0,66.0,0.9974,5,15.6,1,0
780,5.0,30.0,0.9967,6,17.0,1,0
520,25.0,94.0,0.99782,8,12.2,0,1
1190,14.0,56.0,0.9962,6,17.6,1,0
400,39.0,148.0,0.9942,8,17.6,0,1
1180,6.0,14.0,0.9982,6,21.8,0,0
410,12.0,188.0,0.9953,7,17.8,0,1
300,27.0,108.0,0.99031,9,10.8,0,1
520,6.0,48.0,0.9911,7,15.6,0,1
500,33.0,184.0,0.9994299999999999,7,12.2,0,1
570,15.0,73.0,0.9928,8,16.4,0,1
340,43.0,150.0,0.9922,10,12.8,0,1
260,29.0,130.0,0.9895299999999999,10,10.8,1,1
350,18.0,156.0,0.99666,8,13.4,0,1
500,23.0,98.0,0.9942200000000001,8,15.2,0,1
360,31.0,134.0,0.99408,9,12.0,0,1
330,30.0,114.0,0.9879399999999999,8,12.0,0,1
790,19.0,58.0,0.9991,6,20.0,1,0
740,15.0,55.0,0.9968,5,14.6,1,0
560,11.0,25.0,0.9967,6,15.8,0,0
870,27.0,61.0,0.9965,6,15.8,1,0
320,42.0,104.0,0.98988,9,14.0,0,1
560,13.0,137.0,0.9935,7,13.6,0,1
230,5.0,56.0,0.9892799999999999,9,12.4,1,1
420,41.0,142.0,0.9895200000000001,9,12.2,0,1
950,5.0,22.0,0.9986,5,17.8,1,0
470,45.0,147.0,0.9938299999999999,7,12.6,0,1
390,29.0,191.0,0.9908,8,13.8,0,1
1000,6.0,43.0,1.0032,7,31.2,1,0
280,36.0,92.0,0.9907600000000001,9,13.0,0,1
380,39.0,128.0,0.9938,8,14.0,0,1
710,27.0,63.0,0.996,5,14.0,1,0
810,14.0,31.0,0.9968899999999999,5,12.8,1,0
300,47.0,123.0,0.99218,8,10.4,0,1
410,39.5,216.5,0.9943200000000001,8,12.8,0,1
430,41.0,211.0,0.9967600000000001,8,16.2,0,1
310,38.0,115.0,0.99235,9,14.0,0,1
300,28.0,95.0,0.99164,8,15.4,0,1
480,31.0,103.0,0.9947,8,12.8,0,1
380,41.0,150.0,0.9933,9,12.4,0,1
880,10.0,41.0,1.001,6,25.2,0,0
450,21.0,116.0,0.9931,7,15.6,0,1
420,47.0,130.0,0.996,8,13.0,0,1
560,44.0,213.0,0.99715,8,15.6,0,1
470,26.0,166.0,0.9976,7,11.6,0,1
240,36.0,116.0,0.98935,8,12.6,0,1
530,33.0,180.0,0.9926,8,14.8,0,1
540,42.0,151.0,0.9948,8,12.8,0,1
880,6.0,16.0,0.9988,5,22.6,0,0
700,3.0,22.0,0.9963,5,14.0,1,0
330,64.0,230.0,0.9974,7,12.8,0,1
460,48.0,179.0,0.9975,8,14.4,0,1
640,31.0,43.0,0.99371,6,15.4,1,0
650,15.0,21.0,0.9946,7,14.6,1,0
800,6.0,20.0,0.9965200000000001,6,18.2,1,0
490,43.0,141.0,0.9934,9,14.8,0,1
440,39.0,122.0,0.9914299999999999,8,14.4,0,1
630,13.0,27.0,0.99516,7,18.2,0,0
340,48.0,113.0,0.99165,8,13.2,0,1
300,19.0,133.0,0.9933,9,11.8,0,1
460,33.0,103.0,0.9899700000000001,7,14.2,0,1
420,21.0,144.0,0.9930399999999999,7,14.2,0,1
440,27.0,97.0,0.9904,8,13.6,1,1
780,10.0,23.0,0.99636,5,14.0,1,0
600,47.0,150.0,0.9952,8,15.4,0,1
460,52.0,183.0,0.99584,7,13.6,0,1
250,37.0,107.0,0.99159,9,13.4,0,1
830,17.0,91.0,0.99616,6,15.0,1,0
220,22.0,125.0,0.9928,8,14.8,0,1
390,19.0,75.0,0.992,7,15.4,0,1
450,34.0,125.0,0.99966,8,13.0,0,1
580,38.0,167.0,0.9931,9,14.8,0,1
670,6.0,21.0,0.9987,6,21.2,0,0
420,14.0,67.0,0.9942,7,18.8,0,1
350,16.0,132.0,0.996,8,17.8,0,1
350,62.0,153.0,0.99845,7,13.2,0,1
510,28.0,182.0,0.99946,8,12.4,0,1
290,39.0,128.0,0.99272,9,15.6,0,1
390,34.0,137.0,0.98946,8,12.8,0,1
400,27.0,140.0,0.9910200000000001,8,13.0,0,1
340,50.0,127.0,0.992,9,11.8,1,1
260,19.0,101.0,0.9918,7,17.2,1,1
